uid,breed,ani_age,date,weight,is_medical,product_group,product_name,product_count,wellness_plan,visit_number,visit_more_than_once,max_num_visit,first_visit_spend,total_future_spend
2_5225,Yorkshire Terrier,6.0,2020-09-04,8.0,1,Professional Services,Examination,0,0,1,1,2,118.04,114.0
2_5225,Yorkshire Terrier,6.0,2020-09-04,8.0,1,Medication,"Buprenorphine, 0.3 mg/mL Injection per mL",0,0,1,1,2,118.04,114.0
2_5225,Yorkshire Terrier,6.0,2020-09-04,8.0,1,Professional Services,Subcutaneous Fluids,0,0,1,1,2,118.04,114.0
2_5227,German Shepherd Dog,8.0,2020-09-17,82.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,2,30.0,30.0
2_5229,Poodle,15.0,2020-09-05,16.0,0,Grooming (Full Service),Full Service Groom,0,4,1,1,4,45.0,153.53
2_5234,Terrier mix,,2020-09-07,35.0,1,Euthanasia & Cremation,Cremation - Non-return,0,0,1,0,1,105.0,0.0
2_5234,Terrier mix,,2020-09-07,35.0,1,Euthanasia & Cremation,Clay Pawprint,0,0,1,0,1,105.0,0.0
2_5236,French Bulldog,12.0,2020-09-21,27.0,0,Staff Bath,Medicated Shampoo for Bath,0,0,1,0,1,40.0,0.0
2_5236,French Bulldog,12.0,2020-09-21,27.0,0,Staff Bath,Basic Bath,0,0,1,0,1,40.0,0.0
2_5237,German Shepherd Dog,6.0,2020-09-21,87.0,0,Staff Bath,Basic Bath,0,0,1,0,1,30.0,0.0
2_5238,Labrador Retriever,17.0,2020-09-08,96.0,1,Professional Services,Examination,0,0,1,0,1,201.84,0.0
2_5238,Labrador Retriever,17.0,2020-09-08,96.0,1,Vaccinations,FVRCP (3 year),0,0,1,0,1,201.84,0.0
2_5238,Labrador Retriever,17.0,2020-09-08,96.0,1,Parasite Control,"Revolution Plus (Feline, Orange), 5.6-11# per dose",0,0,1,0,1,201.84,0.0
2_5238,Labrador Retriever,17.0,2020-09-08,96.0,1,Vaccinations,Feline Rabies (3 year),0,0,1,0,1,201.84,0.0
2_5240,Cavalier King Charles Spaniel Poodle Mix,,2020-09-09,17.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,5,60.0,250.0
2_5241,standard poodle,12.0,2020-09-11,55.0,1,Professional Services,Examination,0,0,1,1,3,383.29,62.0
2_5241,standard poodle,12.0,2020-09-11,55.0,1,Dentistry & Oral Surgery,Dental cleaning recommended,0,0,1,1,3,383.29,62.0
2_5241,standard poodle,12.0,2020-09-11,55.0,0,Staff Bath,Teeth Brushing,0,0,1,1,3,383.29,62.0
2_5241,standard poodle,12.0,2020-09-11,55.0,1,Vaccinations,Canine Rabies (1 year),0,0,1,1,3,383.29,62.0
2_5241,standard poodle,12.0,2020-09-11,55.0,1,Parasite Control,Simparica Trio 22.1-44 lbs - per dose,0,0,1,1,3,383.29,62.0
2_5241,standard poodle,12.0,2020-09-11,55.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,3,383.29,62.0
2_5241,standard poodle,12.0,2020-09-11,55.0,1,Vaccinations,Bordetella (Intranasal),0,0,1,1,3,383.29,62.0
2_5241,standard poodle,12.0,2020-09-11,55.0,1,Vaccinations,DHLPP (1 year),0,0,1,1,3,383.29,62.0
2_5241,standard poodle,12.0,2020-09-11,55.0,1,Laboratory - In-house,Vetscan Rapid Heartworm Test,0,0,1,1,3,383.29,62.0
2_5242,standard poodle,6.0,2020-09-10,48.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,8,60.0,420.0
2_5243,Chihuahua,17.0,2020-09-10,9.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,8,60.0,420.0
2_5245,morkie,,2020-09-14,7.0,1,Surgical Services,Feline Neuter,0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Surgical Services,Surgical Supplies (standard),0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Laboratory - Antech,Antech Ova and Parasite,0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Breeder/Rescue Packages,Breeder/Rescue Feline Neuter,0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Medication,"Dexmedetomidine, 0.5mg/mL Injection per mL",0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Medication,Ketamine 100mg/ml Injectable,0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Medication,"Butorphanol, 10 mg/mL Injectable per mL",0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Professional Services,Pre-surgical Exam,0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Anesthesia & Sedation,"Anesthesia, Inhalant (1st 30min)",0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Medication,"Buprenorphine, 0.3 mg/mL Injection per mL",0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Surgical Services,Feline Ovariohysterectomy,0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Medication,Ostilox (Meloxicam) Oral Suspension 1.5mg/ml 10ml,0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Breeder/Rescue Packages,Breeder/Rescue Feline Exam Package,0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Surgical Services,Operating room (standard),0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Breeder/Rescue Packages,Breeder/Rescue Feline Spay,0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Vaccinations,FVRCP (Booster),0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Anesthesia & Sedation,"Anesthesia Monitoring (BP, CO2, EKG, etc)",0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Anesthesia & Sedation,Nurse anesthetist (per 30 minutes),0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Anesthesia & Sedation,Anesthetic Induction,0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Medication,"Pyrantel Pamoate, 50mg/mL per mL",0,0,1,1,2,1455.0,39.31
2_5245,morkie,,2020-09-14,7.0,1,Laboratory - In-house,Vetscan Rapid FeLV/FIV Test,0,0,1,1,2,1455.0,39.31
2_5247,German Shepard Lab Mix,5.0,2020-09-22,45.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,3,45.0,90.0
2_5248,Rhodesian Ridgeback Mix,15.0,2020-09-11,78.0,1,Professional Services,Examination,0,0,1,1,17,309.91,1442.55
2_5248,Rhodesian Ridgeback Mix,15.0,2020-09-11,78.0,1,Medication,Aurocin Plus Ear Cleanser,0,0,1,1,17,309.91,1442.55
2_5248,Rhodesian Ridgeback Mix,15.0,2020-09-11,78.0,1,Diagnostics,Ear Cytology,0,0,1,1,17,309.91,1442.55
2_5248,Rhodesian Ridgeback Mix,15.0,2020-09-11,78.0,1,Medication,Cefpoderm Tablets 200mg,0,0,1,1,17,309.91,1442.55
2_5248,Rhodesian Ridgeback Mix,15.0,2020-09-11,78.0,1,Dentistry & Oral Surgery,Dental cleaning recommended,0,0,1,1,17,309.91,1442.55
2_5248,Rhodesian Ridgeback Mix,15.0,2020-09-11,78.0,1,Parasite Control,Simparica Trio 44.1-88 lbs - per dose,0,0,1,1,17,309.91,1442.55
2_5248,Rhodesian Ridgeback Mix,15.0,2020-09-11,78.0,1,Medication,"Animax/Dermalone/EnteDerm/Dermavet Ointment, 15 mL",0,0,1,1,17,309.91,1442.55
2_5248,Rhodesian Ridgeback Mix,15.0,2020-09-11,78.0,1,Medication,Motazol 15g (generic Mometomax),0,0,1,1,17,309.91,1442.55
2_5249,Shih Tzu,9.0,2020-09-18,8.0,0,Boarding,First Day Daycare Free 09-18-2020 -> 09-18-2020,1,8,1,1,7,200.0,660.0
2_5249,Shih Tzu,9.0,2020-09-18,8.0,0,Boarding,DC Punch 1 Dog 11 Days,1,8,1,1,7,200.0,660.0
2_5250,Cocker Spaniel/Schitzu Mix-,,2020-09-12,22.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,7,97.24,986.16
2_5250,Cocker Spaniel/Schitzu Mix-,,2020-09-12,22.0,0,Retail,Nylabone Regular Size Bacon Flavored,0,0,1,1,7,97.24,986.16
2_5251,yorkie poo,,2020-09-11,15.0,1,Professional Services,Examination,0,0,1,0,1,99.84,0.0
2_5251,yorkie poo,,2020-09-11,15.0,1,Medication,"Convenia, 80 mg/mL Injection per mL",0,0,1,0,1,99.84,0.0
2_5251,yorkie poo,,2020-09-11,15.0,1,Dentistry & Oral Surgery,Dental cleaning recommended,0,0,1,0,1,99.84,0.0
2_5253,Chihuahua mix,11.0,2020-09-22,10.0,1,Professional Services,Examination,0,0,1,0,1,364.45,0.0
2_5253,Chihuahua mix,11.0,2020-09-22,10.0,0,Staff Bath,Ear Cleaning,0,0,1,0,1,364.45,0.0
2_5253,Chihuahua mix,11.0,2020-09-22,10.0,1,Medication,Gabapentin 100mg/ml Suspension (per mL),0,0,1,0,1,364.45,0.0
2_5253,Chihuahua mix,11.0,2020-09-22,10.0,1,Medication,"Cerenia, 16 mg Tablets Box of 4",0,0,1,0,1,364.45,0.0
2_5253,Chihuahua mix,11.0,2020-09-22,10.0,1,Professional Services,Nail trim (Routine),0,0,1,0,1,364.45,0.0
2_5253,Chihuahua mix,11.0,2020-09-22,10.0,1,Laboratory - Antech,Antech Adult Wellness w/T4,0,0,1,0,1,364.45,0.0
2_5253,Chihuahua mix,11.0,2020-09-22,10.0,1,Vaccinations,FVRCP (3 year),0,0,1,0,1,364.45,0.0
2_5253,Chihuahua mix,11.0,2020-09-22,10.0,1,Parasite Control,"Revolution Plus (Feline, Orange), 5.6-11# per dose",0,0,1,0,1,364.45,0.0
2_5254,French Bulldog,8.0,2020-09-11,16.0,1,Professional Services,Examination,0,0,1,0,1,249.97,0.0
2_5254,French Bulldog,8.0,2020-09-11,16.0,1,Professional Services,Subcutaneous Fluid admin. (Owner's fluids),0,0,1,0,1,249.97,0.0
2_5254,French Bulldog,8.0,2020-09-11,16.0,1,Medication,"Buprenorphine, 0.3 mg/mL Injection per mL",0,0,1,0,1,249.97,0.0
2_5254,French Bulldog,8.0,2020-09-11,16.0,1,Medication,Cefpodoxime Tablets 100mg (Per Tablet),0,0,1,0,1,249.97,0.0
2_5254,French Bulldog,8.0,2020-09-11,16.0,1,Medication,"Cerenia, 10mg/mL Injection per mL",0,0,1,0,1,249.97,0.0
2_5254,French Bulldog,8.0,2020-09-11,16.0,1,Hospital Supplies,Needle 18g,0,0,1,0,1,249.97,0.0
2_5254,French Bulldog,8.0,2020-09-11,16.0,1,Medication,"Sucralfate, 1 gram Tablet",0,0,1,0,1,249.97,0.0
2_5254,French Bulldog,8.0,2020-09-11,16.0,1,Professional Services,Subcutaneous Fluids,0,0,1,0,1,249.97,0.0
2_5254,French Bulldog,8.0,2020-09-11,16.0,1,Medication,"Metronidazole, 250 mg Tablets",0,0,1,0,1,249.97,0.0
2_5254,French Bulldog,8.0,2020-09-11,16.0,1,Medication,Cerenia 60 mg Tablets Box of 4,0,0,1,0,1,249.97,0.0
2_5255,Siberian Husky Mix,6.0,2020-09-12,55.0,0,Grooming (Full Service),Full Service Groom,0,4,1,1,10,45.0,531.76
2_5257,Chihuahua,,2020-09-18,0.0,0,Boarding,Boarding 09-18-2020 -> 09-21-2020,0,0,1,1,4,135.0,325.0
2_5257,Chihuahua,,2020-09-18,0.0,0,Boarding,1 DOG 1/2 DAY LATE CHECK OUT 09-18-2020 -> 09-21-2020,0,0,1,1,4,135.0,325.0
2_5260,Doberman Pinscher,6.0,2020-09-18,82.0,1,Professional Services,Examination,0,0,1,0,1,211.38,0.0
2_5260,Doberman Pinscher,6.0,2020-09-18,82.0,1,Vaccinations,DHLPP (1 year),0,0,1,0,1,211.38,0.0
2_5260,Doberman Pinscher,6.0,2020-09-18,82.0,1,Vaccinations,Canine Rabies (1 year),0,0,1,0,1,211.38,0.0
2_5260,Doberman Pinscher,6.0,2020-09-18,82.0,1,Laboratory - In-house,Vetscan Rapid Heartworm Test,0,0,1,0,1,211.38,0.0
2_5260,Doberman Pinscher,6.0,2020-09-18,82.0,1,Parasite Control,"Heartgard Plus, 51-100#/Brown (Single)",0,0,1,0,1,211.38,0.0
2_5262,Hound Mix,,2020-09-17,30.0,1,Vaccinations,DHPP (Booster),0,7,1,1,15,169.0,888.59
2_5262,Hound Mix,,2020-09-17,30.0,1,Laboratory - Antech,Antech Ova and Parasite,0,7,1,1,15,169.0,888.59
2_5262,Hound Mix,,2020-09-17,30.0,1,Wellness Plan Fees,Wellness Enrollment Fee,0,7,1,1,15,169.0,888.59
2_5262,Hound Mix,,2020-09-17,30.0,1,Wellness Plan Fees,Wellness Subscription Fee,0,7,1,1,15,169.0,888.59
2_5262,Hound Mix,,2020-09-17,30.0,1,Parasite Control,Simparica Trio 11.1-22 lbs - per dose,0,7,1,1,15,169.0,888.59
2_5262,Hound Mix,,2020-09-17,30.0,1,Medication,"Pyrantel Pamoate, 50mg/mL per mL",0,7,1,1,15,169.0,888.59
2_5262,Hound Mix,,2020-09-17,30.0,1,Professional Services,Examination,0,7,1,1,15,169.0,888.59
2_5263,German Shepherd Dog,8.0,2020-09-15,60.0,1,Professional Services,Examination,0,0,1,1,8,151.29,534.29
2_5263,German Shepherd Dog,8.0,2020-09-15,60.0,1,Laboratory - Antech,Antech Adult Wellness w/Urinalysis,0,0,1,1,8,151.29,534.29
2_5264,English Bulldog,6.0,2020-09-14,44.0,1,Professional Services,Examination,0,0,1,1,2,118.34,128.01
2_5264,English Bulldog,6.0,2020-09-14,44.0,1,Medication,"Pyrantel Pamoate, 50mg/mL per mL",0,0,1,1,2,118.34,128.01
2_5264,English Bulldog,6.0,2020-09-14,44.0,1,Vaccinations,DHPP (Booster),0,0,1,1,2,118.34,128.01
2_5264,English Bulldog,6.0,2020-09-14,44.0,1,Parasite Control,Simparica Trio 2.8-5.5 lbs - per dose,0,0,1,1,2,118.34,128.01
2_5267,Shepard Mix,5.0,2020-09-15,37.0,1,Professional Services,Examination,0,0,1,1,5,161.67,751.57
2_5267,Shepard Mix,5.0,2020-09-15,37.0,0,Retail,ORIJEN DOG FD BEEF TREAT 1.5 OZ,0,0,1,1,5,161.67,751.57
2_5267,Shepard Mix,5.0,2020-09-15,37.0,1,Medication,Cytopoint 60.1-70 lbs Injectable,0,0,1,1,5,161.67,751.57
2_5268,Labrador Retriever,12.0,2020-09-15,86.0,1,Professional Services,Examination,0,0,1,1,3,298.65,241.43
2_5268,Labrador Retriever,12.0,2020-09-15,86.0,1,Medication,Motazol 15g (generic Mometomax),0,0,1,1,3,298.65,241.43
2_5268,Labrador Retriever,12.0,2020-09-15,86.0,1,Vaccinations,Bordetella (Intranasal),0,0,1,1,3,298.65,241.43
2_5268,Labrador Retriever,12.0,2020-09-15,86.0,1,Vaccinations,Canine Rabies (3 year),0,0,1,1,3,298.65,241.43
2_5268,Labrador Retriever,12.0,2020-09-15,86.0,1,Laboratory - In-house,Vetscan Rapid Heartworm Test,0,0,1,1,3,298.65,241.43
2_5268,Labrador Retriever,12.0,2020-09-15,86.0,0,Staff Bath,Ear Cleaning,0,0,1,1,3,298.65,241.43
2_5268,Labrador Retriever,12.0,2020-09-15,86.0,1,Vaccinations,DHLPP (3 year),0,0,1,1,3,298.65,241.43
2_5268,Labrador Retriever,12.0,2020-09-15,86.0,1,Parasite Control,Simparica Trio 11.1-22 lbs - per dose,0,0,1,1,3,298.65,241.43
2_5268,Labrador Retriever,12.0,2020-09-15,86.0,1,Diagnostics,Ear Cytology,0,0,1,1,3,298.65,241.43
2_5270,Australian Shepherd,6.0,2020-09-15,61.0,1,Professional Services,Examination,0,0,1,0,1,193.91,0.0
2_5270,Australian Shepherd,6.0,2020-09-15,61.0,1,Medication,"Onsior (Robenacoxib) Solution For Injection, (Per mL)",0,0,1,0,1,193.91,0.0
2_5270,Australian Shepherd,6.0,2020-09-15,61.0,1,Parasite Control,"Revolution Plus (Feline, Orange), 5.6-11# per dose",0,0,1,0,1,193.91,0.0
2_5270,Australian Shepherd,6.0,2020-09-15,61.0,1,Professional Services,Subcutaneous Fluids,0,0,1,0,1,193.91,0.0
2_5270,Australian Shepherd,6.0,2020-09-15,61.0,1,Medication,"Convenia, 80 mg/mL Injection per mL",0,0,1,0,1,193.91,0.0
2_5271,Bichon Frise,6.0,2020-09-15,13.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,3,42.0,67.0
2_5272,Golden Retriever,,2020-09-15,45.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,5,45.0,487.14
2_5273,Boston Terrier,10.0,2020-09-22,15.0,0,Boarding,Daycare 09-22-2020 -> 09-22-2020,0,0,1,1,4,25.0,115.0
2_5274,Boston Terrier,16.0,2020-09-17,21.0,1,Professional Services,Examination,0,0,1,1,5,70.22,376.27
2_5274,Boston Terrier,16.0,2020-09-17,21.0,1,Dentistry & Oral Surgery,Dental cleaning recommended,0,0,1,1,5,70.22,376.27
2_5274,Boston Terrier,16.0,2020-09-17,21.0,1,Parasite Control,Simparica 11.1-22 lbs - per dose,0,0,1,1,5,70.22,376.27
2_5275,Cairn Terrier,,2020-09-17,14.0,1,Professional Services,Examination,0,0,1,0,1,402.09,0.0
2_5275,Cairn Terrier,,2020-09-17,14.0,1,Imaging,"Radiographs (series, abdomen or thorax)",0,0,1,0,1,402.09,0.0
2_5275,Cairn Terrier,,2020-09-17,14.0,1,Medication,"Trazodone, 150mg Tablets",0,0,1,0,1,402.09,0.0
2_5275,Cairn Terrier,,2020-09-17,14.0,0,Retail,Acana Singles Beef & Pumpkin 1.25oz,0,0,1,0,1,402.09,0.0
2_5275,Cairn Terrier,,2020-09-17,14.0,1,Laboratory - Antech,Antech Dog Wellness Profile,0,0,1,0,1,402.09,0.0
2_5275,Cairn Terrier,,2020-09-17,14.0,0,Retail,Whimzee Veggie Sausage,0,0,1,0,1,402.09,0.0
2_5275,Cairn Terrier,,2020-09-18,14.0,1,Medication,Ostifen (Carprofen) Chewable 75mg,0,0,1,0,1,402.09,0.0
2_5275,Cairn Terrier,,2020-09-18,14.0,1,Parasite Control,Simparica Trio 44.1-88 lbs - per dose,0,0,1,0,1,402.09,0.0
2_5276,Dachshund,,2020-09-18,13.0,0,Boarding,Daycare Half Day 09-18-2020 -> 09-18-2020,0,1,1,1,2,15.0,100.0
2_5277,American Bulldog,7.0,2020-09-16,165.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,10,45.0,405.0
2_5278,Lab/Chow mix,9.0,2020-09-16,60.0,0,Boarding,$30 Double Bubble BEN & D/C 09-16-2020 -> 09-16-2020,0,0,1,1,2,30.0,40.0
2_5279,Hound Mix,7.0,2020-09-16,78.0,0,Boarding,$30 Double Bubble BEN & D/C,0,0,1,1,2,30.0,45.0
2_5280,Mini Australian Shepherd,10.0,2020-09-16,30.0,0,Boarding,$30 Double Bubble BEN & D/C 09-16-2020 -> 09-16-2020,0,0,1,0,1,60.0,0.0
2_5280,Mini Australian Shepherd,10.0,2020-09-17,30.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,60.0,0.0
2_5282,Yorkshire Terrier,11.0,2020-09-16,8.0,0,Boarding,$30 Double Bubble BEN & D/C 09-16-2020 -> 09-16-2020,0,0,1,1,2,30.0,40.0
2_5283,Beagle/Lab Mix,8.0,2020-09-16,57.0,0,Boarding,$30 Double Bubble BEN & D/C 09-16-2020 -> 09-16-2020,0,0,1,1,3,30.0,72.52
2_5286,Labrador Retriever,4.0,2020-09-19,70.0,1,Professional Services,Examination,0,0,1,1,5,92.55,393.17
2_5286,Labrador Retriever,4.0,2020-09-19,70.0,1,Laboratory - Antech,Antech Ova and Parasite,0,0,1,1,5,92.55,393.17
2_5286,Labrador Retriever,4.0,2020-09-19,70.0,1,Medication,"Metronidazole, 250 mg Tablets",0,0,1,1,5,92.55,393.17
2_5287,Bull Dog mix,8.0,2020-09-20,50.0,0,Boarding,Boarding (Additional Pet) 09-20-2020 -> 09-21-2020,0,4,1,1,7,25.0,435.0
2_5288,Labrador Retriever,8.0,2020-09-17,84.0,1,Professional Services,Examination,0,0,1,1,3,156.05,626.58
2_5288,Labrador Retriever,8.0,2020-09-17,84.0,1,Laboratory - Antech,Antech Pre-Operative Screen w/ CBC,0,0,1,1,3,156.05,626.58
2_5288,Labrador Retriever,8.0,2020-09-17,84.0,1,Medication,Buprenorphine Oral 0.6 mg/ml (per ml),0,0,1,1,3,156.05,626.58
2_5289,Maltese,6.0,2020-09-17,12.0,1,Professional Services,Examination,0,0,1,1,4,269.99,305.0
2_5289,Maltese,6.0,2020-09-17,12.0,1,Vaccinations,Canine Rabies (3 year),0,0,1,1,4,269.99,305.0
2_5289,Maltese,6.0,2020-09-17,12.0,1,Laboratory - In-house,Vetscan Rapid Heartworm Test,0,0,1,1,4,269.99,305.0
2_5289,Maltese,6.0,2020-09-17,12.0,1,Vaccinations,Bordetella (Intranasal),0,0,1,1,4,269.99,305.0
2_5289,Maltese,6.0,2020-09-17,12.0,1,Vaccinations,DHLPP (3 year),0,0,1,1,4,269.99,305.0
2_5289,Maltese,6.0,2020-09-18,12.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,4,269.99,305.0
2_5289,Maltese,6.0,2020-09-18,12.0,0,Boarding,Boarding 09-18-2020 -> 09-19-2020,0,0,1,1,4,269.99,305.0
2_5290,Labrador Retriever/Beagle mix,9.0,2020-09-17,35.0,1,Professional Services,Examination,0,0,1,1,4,264.99,240.0
2_5290,Labrador Retriever/Beagle mix,9.0,2020-09-17,35.0,1,Vaccinations,Canine Rabies (3 year),0,0,1,1,4,264.99,240.0
2_5290,Labrador Retriever/Beagle mix,9.0,2020-09-17,35.0,1,Vaccinations,DHLPP (3 year),0,0,1,1,4,264.99,240.0
2_5290,Labrador Retriever/Beagle mix,9.0,2020-09-17,35.0,1,Laboratory - In-house,Vetscan Rapid Heartworm Test,0,0,1,1,4,264.99,240.0
2_5290,Labrador Retriever/Beagle mix,9.0,2020-09-17,35.0,1,Vaccinations,Bordetella (Intranasal),0,0,1,1,4,264.99,240.0
2_5290,Labrador Retriever/Beagle mix,9.0,2020-09-18,35.0,0,Boarding,Boarding (Additional Pet) 09-18-2020 -> 09-19-2020,0,0,1,1,4,264.99,240.0
2_5290,Labrador Retriever/Beagle mix,9.0,2020-09-18,35.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,4,264.99,240.0
2_5291,Chiweenie,,2020-10-09,6.0,0,Boarding,Boarding 10-09-2020 -> 10-12-2020,0,0,1,1,8,165.0,587.78
2_5291,Chiweenie,,2020-10-10,6.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,8,165.0,587.78
2_5295,German Shepherd Dog,10.0,2020-09-19,60.0,1,Professional Services,Examination,0,0,1,0,1,152.99,0.0
2_5295,German Shepherd Dog,10.0,2020-09-19,60.0,1,Vaccinations,FVRCP (1 year),0,0,1,0,1,152.99,0.0
2_5295,German Shepherd Dog,10.0,2020-09-19,60.0,1,Vaccinations,Feline Rabies (1 year),0,0,1,0,1,152.99,0.0
2_5295,German Shepherd Dog,10.0,2020-09-19,60.0,1,Laboratory - In-house,Vetscan Rapid FeLV/FIV Test,0,0,1,0,1,152.99,0.0
2_5297,Boston Terrier,12.0,2020-09-18,21.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,8,45.0,268.0
2_5298,Pitbull,,2020-09-18,50.0,1,Professional Services,Examination,0,0,1,0,1,214.84,0.0
2_5298,Pitbull,,2020-09-18,50.0,1,Laboratory - In-house,Vetscan Rapid FeLV/FIV Test,0,0,1,0,1,214.84,0.0
2_5298,Pitbull,,2020-09-18,50.0,1,Vaccinations,FVRCP (1 year),0,0,1,0,1,214.84,0.0
2_5298,Pitbull,,2020-09-18,50.0,1,Medication,"Pyrantel Pamoate, 50mg/mL per mL",0,0,1,0,1,214.84,0.0
2_5298,Pitbull,,2020-09-18,50.0,1,Vaccinations,Feline Rabies (1 year),0,0,1,0,1,214.84,0.0
2_5298,Pitbull,,2020-09-18,50.0,1,Professional Services,Health Certificate (Interstate),0,0,1,0,1,214.84,0.0
2_5299,Boxer,,2020-09-18,85.0,1,Professional Services,Examination,0,0,1,0,1,219.35,0.0
2_5299,Boxer,,2020-09-18,85.0,1,Vaccinations,Feline Rabies (3 year),0,0,1,0,1,219.35,0.0
2_5299,Boxer,,2020-09-18,85.0,1,Vaccinations,FVRCP (3 year),0,0,1,0,1,219.35,0.0
2_5299,Boxer,,2020-09-18,85.0,1,Medication,"Convenia, 80 mg/mL Injection per mL",0,0,1,0,1,219.35,0.0
2_5300,Goldendoodle,,2020-09-18,57.0,1,Professional Services,Examination,0,0,1,0,1,113.95,0.0
2_5300,Goldendoodle,,2020-09-18,57.0,1,Medication,"Apoquel, 16 mg Tablets",0,0,1,0,1,113.95,0.0
2_5300,Goldendoodle,,2020-09-18,57.0,1,Medication,Cefpodoxime Tablets 100mg (Per Tablet),0,0,1,0,1,113.95,0.0
2_5301,yorkie poo,11.0,2020-09-18,7.0,1,Professional Services,Examination,0,0,1,1,2,157.25,116.05
2_5301,yorkie poo,11.0,2020-09-18,7.0,1,Diagnostics,Ear Cytology,0,0,1,1,2,157.25,116.05
2_5301,yorkie poo,11.0,2020-09-18,7.0,0,Staff Bath,Ear Cleaning,0,0,1,1,2,157.25,116.05
2_5301,yorkie poo,11.0,2020-09-18,7.0,1,Medication,"Osurnia Otic gel, 2 x 1mL doses (Per Pack)",0,0,1,1,2,157.25,116.05
2_5301,yorkie poo,11.0,2020-09-18,7.0,1,Professional Services,Nail trim (Routine),0,0,1,1,2,157.25,116.05
2_5302,Mini Australian Shepherd,6.0,2020-09-18,25.0,0,Staff Bath,Basic Bath 09-20-2020 -> 09-26-2020,0,13,1,1,26,300.0,3398.43
2_5302,Mini Australian Shepherd,6.0,2020-09-18,25.0,0,Boarding,1 DOG FULL DAY LATE CHARGE 09-20-2020 -> 09-26-2020,0,13,1,1,26,300.0,3398.43
2_5302,Mini Australian Shepherd,6.0,2020-09-18,25.0,0,Boarding,Boarding 09-20-2020 -> 09-26-2020,0,13,1,1,26,300.0,3398.43
2_5302,Mini Australian Shepherd,6.0,2020-09-18,25.0,0,Staff Bath,Anal Gland basic bath 09-20-2020 -> 09-26-2020,0,13,1,1,26,300.0,3398.43
2_5303,Dachshund,15.0,2020-09-22,25.0,1,Professional Services,Examination,1,0,1,0,1,41.2,0.0
2_5303,Dachshund,15.0,2020-09-22,25.0,1,Promotions,Free of Charge Discount,1,0,1,0,1,41.2,0.0
2_5303,Dachshund,15.0,2020-09-22,25.0,0,Boarding,First Day Daycare Free 09-22-2020 -> 09-22-2020,1,0,1,0,1,41.2,0.0
2_5303,Dachshund,15.0,2020-09-22,25.0,1,Professional Services,Nail trim (Routine),1,0,1,0,1,41.2,0.0
2_5303,Dachshund,15.0,2020-09-22,25.0,1,Vaccinations,Leptospirosis (1 year),1,0,1,0,1,41.2,0.0
2_5304,Pittbull,5.0,2020-09-24,45.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,45.0,0.0
2_5305,Bishon-Poo,10.0,2020-09-19,12.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,45.0,0.0
2_5306,Bichon Frise,9.0,2020-09-19,10.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,45.0,0.0
2_5310,Pomeranian,8.0,2020-09-24,9.0,1,Professional Services,Examination,0,0,1,0,1,132.65,0.0
